CensusTract,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
1035960500,Alabama,Conecuh,1721,797,924,5.5,56.4,31.8,0.0,0.0,0.0,1328,19245.0,5089.0,18035.0,5428.0,31.7,35.0,22.7,18.2,33.8,5.1,20.1,93.7,0.0,0.0,1.5,0.0,4.9,14.7,488,82.8,8.0,9.2,0.0,18.4
1035960600,Alabama,Conecuh,4122,1748,2374,0.0,45.2,54.2,0.0,0.0,0.0,3162,19719.0,7833.0,13825.0,2439.0,49.4,62.4,12.3,26.4,20.9,8.1,32.3,89.1,9.5,0.0,0.0,0.0,1.4,38.3,1023,77.7,8.0,11.3,2.9,31.7
1037961000,Alabama,Coosa,3984,2118,1866,2.3,36.0,57.5,0.0,0.0,0.0,3129,26448.0,2109.0,14473.0,1423.0,22.6,36.2,13.6,25.3,16.7,8.6,35.8,87.5,8.3,1.5,0.0,2.2,0.5,24.6,1261,78.2,18.6,3.3,0.0,24.4
1037961100,Alabama,Coosa,3721,1779,1942,0.0,95.9,3.9,0.2,0.0,0.0,2950,39545.0,8025.0,18141.0,2208.0,17.7,18.2,17.5,11.3,28.4,19.3,23.4,83.8,14.0,0.0,0.0,0.8,1.4,33.3,1290,76.6,16.7,6.7,0.0,10.4
1037961200,Alabama,Coosa,3322,1682,1640,4.4,65.8,28.6,0.0,0.0,0.0,2724,31957.0,9954.0,20474.0,3039.0,17.2,28.1,22.8,22.9,20.4,10.1,23.8,85.1,7.8,0.0,2.7,0.0,4.4,27.8,1301,75.1,17.4,7.5,0.0,15.2
1039961600,Alabama,Covington,4043,2054,1989,0.0,97.6,1.9,0.0,0.0,0.0,3345,50388.0,5879.0,25671.0,2605.0,12.1,19.2,30.6,12.2,18.0,19.0,20.2,90.2,3.5,0.0,1.8,3.2,1.4,32.0,1692,74.9,13.7,11.4,0.0,10.1
1039961700,Alabama,Covington,4396,2200,2196,2.6,86.9,8.1,0.3,0.5,0.0,3341,32697.0,6021.0,16980.0,1625.0,18.4,24.7,20.4,17.2,20.4,20.0,22.0,81.7,9.6,0.0,0.0,1.9,6.8,31.6,1521,79.2,16.0,4.8,0.0,16.2
1039961800,Alabama,Covington,3071,1462,1609,2.6,66.6,29.8,0.0,0.0,0.0,2334,33365.0,9431.0,16975.0,2054.0,26.6,39.1,22.4,14.5,28.4,7.8,27.0,82.5,11.0,0.0,2.6,2.2,1.8,18.7,1044,86.0,12.0,2.0,0.0,14.4
1039961900,Alabama,Covington,2243,1071,1172,2.0,87.6,10.5,0.0,0.0,0.0,1685,47155.0,4660.0,25928.0,2796.0,13.5,16.6,36.2,19.6,23.3,8.7,12.3,84.3,11.3,0.0,0.7,1.7,1.9,17.8,1002,79.5,16.8,3.7,0.0,4.3
1039962000,Alabama,Covington,3915,1923,1992,2.5,72.7,22.6,0.0,0.6,0.0,2997,33900.0,4684.0,23306.0,3082.0,22.0,39.1,32.4,17.0,17.1,15.5,18.0,86.5,7.2,0.0,0.9,1.7,3.7,16.2,1502,72.8,18.0,9.2,0.0,11.8
1039962100,Alabama,Covington,1922,1008,914,0.6,52.3,44.7,0.0,2.3,0.0,1491,26016.0,5002.0,20062.0,4523.0,31.9,40.1,26.7,23.3,22.0,10.4,17.7,83.6,13.0,0.0,1.0,1.4,0.9,18.6,705,73.3,22.8,2.1,1.7,12.4
1039962300,Alabama,Covington,3103,1531,1572,0.2,97.7,0.1,1.6,0.0,0.0,2464,41174.0,4463.0,23396.0,2329.0,10.2,11.5,26.0,7.7,26.1,16.3,23.8,89.4,3.2,0.0,1.0,4.1,2.2,25.8,1322,80.2,13.9,4.7,1.2,6.1
1039962400,Alabama,Covington,3286,1717,1569,0.0,98.2,0.0,0.0,0.6,0.0,2635,46582.0,9809.0,25779.0,4107.0,15.5,19.7,26.9,10.9,27.5,16.5,18.1,83.9,14.1,0.0,0.0,0.8,1.2,22.1,1257,76.9,13.4,7.4,2.2,13.0
1039962500,Alabama,Covington,1589,588,1001,0.4,88.7,4.9,1.6,0.0,0.0,1259,45833.0,8388.0,19475.0,3864.0,19.6,38.1,31.6,22.2,30.8,11.2,4.2,88.4,8.6,0.0,0.0,0.7,2.2,18.8,545,69.7,18.2,12.1,0.0,10.8
1039962600,Alabama,Covington,1498,669,829,0.0,80.3,19.7,0.0,0.0,0.0,1093,21667.0,5647.0,12776.0,2718.0,52.9,78.8,19.4,31.6,17.0,7.7,24.4,81.3,14.5,0.0,4.2,0.0,0.0,17.8,377,79.0,12.2,8.8,0.0,23.8
1039962700,Alabama,Covington,1692,710,982,1.4,54.8,43.1,0.0,0.4,0.0,1195,27155.0,6586.0,15280.0,2637.0,29.1,47.1,22.9,31.4,18.1,9.1,18.5,82.0,11.2,0.0,5.7,1.2,0.0,24.7,519,69.7,27.4,2.9,0.0,18.3
1039962800,Alabama,Covington,1839,857,982,0.6,95.4,0.0,1.3,0.1,0.0,1409,39837.0,7676.0,21472.0,3591.0,14.5,18.0,21.5,15.9,28.8,17.0,16.8,81.0,12.7,0.5,2.9,0.4,2.4,25.8,757,80.2,12.5,6.5,0.8,8.2
1039962900,Alabama,Covington,1783,941,842,2.2,90.5,1.1,1.6,0.0,1.0,1418,42692.0,7625.0,26790.0,3228.0,16.1,30.0,31.1,9.7,17.7,18.1,23.3,76.7,18.3,1.2,0.0,3.5,0.3,41.8,739,75.2,20.4,4.3,0.0,4.6
1039963000,Alabama,Covington,3506,1608,1898,4.1,79.3,13.0,0.9,0.0,0.1,2692,26277.0,3474.0,15890.0,1854.0,23.3,34.3,14.6,12.2,35.2,19.5,18.5,64.9,28.2,1.1,4.3,0.6,0.8,35.2,1220,76.8,13.2,10.0,0.0,8.3
1041963400,Alabama,Crenshaw,2030,1055,975,0.0,57.8,38.7,0.0,0.0,0.0,1549,38625.0,7132.0,20044.0,2779.0,12.4,11.9,29.3,15.9,17.4,8.9,28.5,81.9,11.6,0.0,1.2,1.2,4.0,33.5,912,69.2,20.5,10.3,0.0,7.1
1041963500,Alabama,Crenshaw,1952,992,960,5.4,80.2,11.3,0.6,0.0,0.0,1363,48580.0,6705.0,18488.0,2857.0,16.9,22.4,19.1,8.9,28.3,24.3,19.4,76.3,21.5,0.0,0.0,1.8,0.5,37.9,801,80.5,9.9,9.6,0.0,13.7
1041963600,Alabama,Crenshaw,3045,1492,1553,1.5,78.7,16.8,0.6,0.7,0.0,2417,33070.0,3856.0,21207.0,2585.0,14.2,17.2,29.9,8.5,26.8,6.8,27.9,77.7,15.0,0.0,2.7,0.6,4.0,27.1,1129,78.9,12.9,7.4,0.7,11.0
1041963700,Alabama,Crenshaw,3729,1829,1900,2.1,66.7,23.6,0.6,5.8,0.0,2762,35590.0,8709.0,19952.0,2045.0,20.1,20.9,29.8,14.5,25.4,10.9,19.4,86.4,2.1,0.0,0.9,0.6,10.1,20.6,1391,70.5,21.1,8.0,0.5,9.6
1041963800,Alabama,Crenshaw,1640,769,871,0.4,57.7,36.3,3.4,0.5,0.0,1286,36000.0,8691.0,21839.0,3025.0,13.2,14.5,21.8,9.7,31.5,10.4,26.7,81.5,14.5,0.0,1.1,0.0,2.9,25.3,724,71.3,22.4,6.4,0.0,8.0
1041963900,Alabama,Crenshaw,1542,726,816,0.0,81.3,18.3,0.0,0.4,0.0,1214,34107.0,8022.0,22920.0,3530.0,22.8,28.7,32.9,10.4,9.8,18.7,28.2,85.7,10.5,0.0,1.4,0.9,1.5,26.5,663,75.4,19.8,4.8,0.0,8.2
1043964100,Alabama,Cullman,5481,2757,2724,1.2,95.3,0.7,0.0,0.2,0.0,4241,34583.0,7703.0,18608.0,2175.0,13.2,11.4,22.6,16.1,28.3,17.1,15.9,87.5,2.7,0.0,0.8,1.6,7.4,28.7,2157,84.6,10.5,5.0,0.0,12.5
1043964200,Alabama,Cullman,7312,3870,3442,3.3,93.2,0.0,0.0,1.8,0.0,5436,35928.0,3299.0,17899.0,1965.0,15.8,18.5,27.5,10.9,24.2,15.4,22.1,89.9,7.9,0.0,0.0,0.5,1.7,26.8,2928,88.1,7.8,3.5,0.6,7.8
1043964300,Alabama,Cullman,5092,2464,2628,11.9,84.8,0.3,0.0,1.1,0.0,3836,43317.0,7012.0,25174.0,4921.0,18.9,39.1,30.3,15.2,22.8,12.9,18.7,84.6,7.2,0.0,3.3,1.7,3.2,23.5,2199,84.1,10.7,5.1,0.0,6.2
1043964400,Alabama,Cullman,4253,1964,2289,0.4,97.9,0.0,0.4,1.3,0.0,3366,42033.0,3727.0,24219.0,3667.0,19.7,28.3,27.0,18.0,17.5,16.0,21.5,83.0,11.8,0.0,0.5,0.3,4.4,25.0,1762,78.4,14.7,6.9,0.0,4.1
1043964500,Alabama,Cullman,4257,1996,2261,1.5,93.1,0.6,0.9,0.0,0.0,3292,40230.0,4396.0,19337.0,2200.0,15.0,25.8,22.2,18.2,24.4,7.4,27.8,79.3,17.0,0.3,0.9,0.0,2.5,28.2,1777,79.3,14.7,6.0,0.0,7.7
1043964600,Alabama,Cullman,4048,2058,1990,7.3,92.5,0.0,0.2,0.0,0.0,2903,39409.0,9376.0,18604.0,2000.0,11.2,9.9,19.7,20.3,23.9,20.0,16.0,82.3,16.7,0.0,0.2,0.3,0.5,28.2,1517,76.6,16.9,6.2,0.3,7.3
1043964700,Alabama,Cullman,4918,2602,2316,7.5,91.8,0.0,0.1,0.6,0.0,3498,46455.0,4344.0,21276.0,2276.0,14.4,19.4,34.5,13.8,22.6,13.1,16.1,84.2,8.7,0.0,0.5,0.6,6.0,22.6,2080,75.2,16.4,7.3,1.1,8.6
1043964800,Alabama,Cullman,4604,2303,2301,6.8,88.1,0.1,1.0,0.2,0.0,3277,37123.0,4261.0,19674.0,2619.0,29.0,41.1,28.0,10.9,25.2,16.6,19.3,90.3,6.5,0.0,0.5,1.3,1.4,19.6,1753,85.9,10.2,3.0,1.0,6.2
1043964900,Alabama,Cullman,6334,2799,3535,4.0,92.4,1.8,1.4,0.3,0.0,4831,40437.0,3386.0,24072.0,2808.0,18.2,22.8,37.9,16.3,31.5,7.8,6.5,86.6,8.5,0.3,1.9,1.6,1.1,20.7,2667,75.5,15.5,9.0,0.0,3.5
1043965000,Alabama,Cullman,6056,2821,3235,7.4,89.3,0.9,0.5,0.0,0.0,4518,36536.0,3890.0,19624.0,2353.0,22.0,29.7,32.7,22.6,23.8,11.1,9.8,93.9,3.3,0.0,0.7,0.5,1.6,23.3,2421,84.6,10.6,3.2,1.7,3.9
1043965100,Alabama,Cullman,3728,1827,1901,6.9,90.5,0.0,0.9,0.0,0.0,2652,36458.0,3167.0,22331.0,6057.0,19.7,21.4,23.4,10.9,26.6,15.7,23.4,81.4,18.6,0.0,0.0,0.0,0.0,27.3,1549,90.8,7.1,1.4,0.7,8.3
1043965200,Alabama,Cullman,2292,1138,1154,0.3,96.3,0.6,0.0,2.1,0.0,1718,43816.0,6744.0,23181.0,2451.0,10.2,8.2,44.6,15.0,19.2,8.7,12.5,84.1,9.9,0.7,0.9,3.1,1.1,30.7,983,73.9,19.9,6.2,0.0,6.3
1043965300,Alabama,Cullman,4726,2376,2350,5.3,93.6,0.1,1.0,0.0,0.0,3480,35948.0,5449.0,19197.0,2379.0,21.0,35.4,22.7,13.5,21.3,22.8,19.7,81.3,14.5,0.2,0.8,2.9,0.4,31.4,1882,74.1,9.1,16.6,0.1,10.1
1043965401,Alabama,Cullman,3053,1432,1621,0.8,88.0,5.8,0.0,0.0,0.0,2606,27272.0,10920.0,17119.0,3824.0,22.0,46.1,16.9,18.3,21.9,7.6,35.2,77.2,11.2,0.0,9.4,0.7,1.4,21.9,922,78.9,17.4,2.9,0.9,10.7
1043965402,Alabama,Cullman,3883,1884,1999,3.7,94.1,0.7,0.0,0.0,0.2,3186,35737.0,5738.0,19514.0,2356.0,23.3,38.1,26.2,21.0,20.6,17.2,15.0,84.0,12.9,0.0,1.8,0.0,1.3,29.7,1521,82.1,15.1,2.8,0.0,6.6
1043965500,Alabama,Cullman,5666,3039,2627,1.6,89.3,6.7,0.0,1.1,0.2,4400,52269.0,5752.0,24182.0,3428.0,18.7,13.6,34.2,10.4,21.5,14.0,19.9,78.7,15.2,0.0,3.4,0.2,2.6,30.5,2444,83.5,10.9,5.0,0.6,4.6
1043965600,Alabama,Cullman,2422,1239,1183,0.7,99.3,0.0,0.0,0.0,0.0,1949,43810.0,12361.0,24079.0,4959.0,16.2,12.6,26.0,23.3,14.2,12.9,23.6,70.8,9.2,0.0,8.1,2.0,10.0,40.5,768,90.8,2.9,6.4,0.0,18.0
1043965700,Alabama,Cullman,2840,1512,1328,0.9,97.5,0.0,0.5,1.2,0.0,2033,37181.0,6156.0,18275.0,3012.0,26.1,40.1,25.8,13.9,31.1,10.9,18.3,94.3,1.8,0.0,0.0,1.0,3.0,31.7,952,79.7,13.1,7.1,0.0,5.3
1045020000,Alabama,Dale,4895,2914,1981,15.9,69.6,9.5,0.0,2.2,0.0,3046,59265.0,9828.0,21617.0,2213.0,8.0,7.4,45.8,17.6,11.0,7.7,17.8,74.3,8.5,0.0,3.5,0.9,12.8,12.6,465,59.4,35.9,2.6,2.2,24.9
1045020100,Alabama,Dale,3543,1729,1814,0.8,87.9,9.5,0.4,0.0,0.0,2688,46076.0,6700.0,23478.0,3036.0,18.3,22.2,27.4,12.5,26.7,15.3,18.0,85.7,9.1,0.0,1.6,1.5,2.1,24.7,1320,78.9,15.2,6.0,0.0,7.8
1045020200,Alabama,Dale,2357,1167,1190,4.0,93.2,1.7,0.0,0.0,0.0,1860,50208.0,7406.0,24630.0,3084.0,10.3,16.8,27.3,13.5,17.6,19.6,21.9,93.1,3.0,0.0,0.7,0.6,2.7,31.9,1085,77.8,17.3,4.9,0.0,2.6
1045020300,Alabama,Dale,2470,1257,1213,0.0,85.0,14.8,0.2,0.0,0.0,1962,45833.0,10989.0,23354.0,2878.0,13.7,0.8,24.1,19.7,22.9,16.7,16.5,90.5,3.8,0.0,1.4,3.6,0.7,22.1,1070,77.0,16.4,6.5,0.0,8.9
1045020400,Alabama,Dale,2294,1139,1155,1.6,81.7,12.2,0.4,0.0,0.0,1931,48889.0,8736.0,31019.0,5358.0,11.8,2.0,41.9,8.5,27.9,11.6,10.2,95.6,1.3,2.2,0.9,0.0,0.0,23.1,908,76.1,21.0,1.8,1.1,5.2
1045020500,Alabama,Dale,2064,815,1249,6.0,63.7,27.9,1.1,0.0,0.0,1582,31310.0,7649.0,18581.0,2688.0,25.0,49.4,31.9,19.9,24.4,9.6,14.2,88.8,2.5,0.0,8.1,0.6,0.0,16.0,684,67.7,19.9,12.4,0.0,10.9
1045020700,Alabama,Dale,3171,1573,1598,0.1,41.5,55.0,0.0,0.0,0.0,2519,21318.0,7552.0,20692.0,7989.0,38.7,64.8,28.2,26.8,15.6,12.3,17.2,74.7,14.9,0.0,6.1,0.8,3.5,16.8,1264,57.9,30.9,11.2,0.0,9.7
1045020801,Alabama,Dale,3567,1719,1848,4.5,60.5,28.1,1.5,0.9,0.0,2606,45417.0,13204.0,19475.0,2085.0,13.8,18.6,24.3,9.8,35.4,13.1,17.4,88.8,8.9,0.0,0.0,2.3,0.0,18.7,1402,74.2,25.0,0.8,0.0,12.5
1045020802,Alabama,Dale,4214,1774,2440,5.4,64.2,26.3,0.0,0.2,0.0,3256,45123.0,9491.0,22268.0,2522.0,25.1,37.2,24.3,21.2,26.8,12.7,15.1,91.4,6.3,0.0,0.0,2.3,0.0,22.0,1692,77.0,20.5,2.5,0.0,12.1
1045021101,Alabama,Dale,5076,2589,2487,12.0,67.2,11.0,1.2,2.6,0.2,3702,59696.0,8924.0,24002.0,2707.0,18.9,27.4,28.8,15.7,29.0,11.5,15.0,87.8,8.7,0.4,0.0,2.6,0.4,22.2,1923,61.5,25.3,13.2,0.0,16.1
1045021102,Alabama,Dale,4294,2017,2277,6.8,59.1,26.3,1.2,2.5,0.0,3147,42276.0,6779.0,21405.0,2865.0,26.8,34.3,28.6,24.0,13.5,19.3,14.6,87.5,4.9,0.0,0.0,3.6,4.0,17.6,1838,70.5,24.0,5.4,0.0,11.1
1045021200,Alabama,Dale,2430,1270,1160,10.3,72.7,11.4,0.5,2.0,0.0,1749,51532.0,6795.0,23267.0,2662.0,13.5,23.6,18.7,29.5,20.0,21.8,10.0,87.4,8.1,0.0,1.6,2.0,0.9,18.5,840,68.7,19.2,12.1,0.0,9.1
1045021300,Alabama,Dale,4178,2085,2093,2.4,81.3,11.2,0.1,0.6,0.0,3272,44344.0,6535.0,26078.0,2258.0,13.5,19.6,25.3,12.7,32.4,15.2,14.5,92.8,4.6,0.0,0.0,1.1,1.5,21.5,1919,74.9,20.4,4.6,0.0,12.1
1045021400,Alabama,Dale,5313,2660,2653,5.2,66.4,25.0,0.3,2.5,0.0,4011,37194.0,7422.0,19359.0,2135.0,24.3,43.4,22.5,14.5,27.4,15.5,20.3,92.2,4.7,0.0,2.2,0.7,0.4,21.7,2325,85.5,12.0,2.5,0.0,9.6
1047956100,Alabama,Dallas,6783,3072,3711,0.0,50.0,46.6,0.0,0.0,0.0,5231,42521.0,14461.0,21743.0,3362.0,21.5,31.3,28.6,17.1,22.2,9.9,22.2,84.0,9.7,0.0,0.0,2.7,3.6,25.3,2706,74.4,16.5,9.1,0.0,14.3
1047956201,Alabama,Dallas,2505,1175,1330,0.6,65.1,33.9,0.0,0.0,0.0,1967,32857.0,10217.0,23514.0,4725.0,35.3,54.5,40.0,15.7,18.0,12.2,14.1,80.3,19.7,0.0,0.0,0.0,0.0,30.3,1046,75.7,12.5,11.8,0.0,8.6
1047956202,Alabama,Dallas,1955,1002,953,0.0,71.0,28.1,0.0,0.9,0.0,1471,43986.0,2156.0,22168.0,3179.0,14.5,22.4,39.2,8.3,15.9,21.1,15.5,84.8,10.0,0.0,0.0,2.7,2.5,27.3,735,84.4,14.8,0.8,0.0,8.8
1047956300,Alabama,Dallas,3819,1560,2259,0.0,9.3,88.3,0.0,1.7,0.0,2647,24150.0,4550.0,14298.0,2278.0,38.9,55.4,25.1,16.5,25.9,4.8,27.7,85.1,7.5,0.0,5.5,1.3,0.6,19.2,1200,69.2,27.0,3.8,0.0,13.5
1047956400,Alabama,Dallas,3725,1634,2091,0.3,4.5,92.6,1.7,0.1,0.0,2650,14352.0,3829.0,7878.0,1359.0,59.4,75.8,16.9,31.5,23.0,10.2,18.4,72.5,11.2,0.0,5.7,2.6,8.0,24.3,783,76.5,14.4,9.1,0.0,37.1
1047956500,Alabama,Dallas,3476,1737,1739,0.0,5.2,94.4,0.0,0.0,0.0,2730,14617.0,4738.0,10868.0,2302.0,53.9,76.9,11.1,20.2,9.8,14.4,44.4,78.2,18.6,0.0,3.1,0.0,0.1,20.4,853,81.5,17.4,1.2,0.0,31.7
1047956600,Alabama,Dallas,3149,1542,1607,0.0,12.1,83.9,0.0,0.0,0.6,2214,25380.0,4551.0,18348.0,6982.0,37.7,56.5,25.9,44.3,12.9,0.7,16.3,71.2,11.3,1.3,9.2,4.9,2.1,16.1,1058,72.5,21.7,5.8,0.0,12.1
1047956701,Alabama,Dallas,1960,755,1205,0.0,63.6,34.7,0.0,1.7,0.0,1506,55000.0,16869.0,28617.0,3581.0,14.7,20.6,38.9,11.5,24.6,10.4,14.6,92.7,6.0,0.0,0.0,0.8,0.6,20.0,931,80.0,16.5,3.4,0.0,9.0
1047956702,Alabama,Dallas,1518,826,692,3.6,49.8,44.7,0.0,0.0,0.0,1078,34120.0,8177.0,19001.0,3398.0,32.4,64.5,19.5,33.0,22.9,14.3,10.4,92.8,4.2,0.0,0.0,1.0,2.0,16.8,512,83.4,13.5,3.1,0.0,18.6
1047956800,Alabama,Dallas,2492,952,1540,0.2,34.8,61.1,0.5,0.0,0.0,1846,26759.0,9422.0,23954.0,5534.0,30.8,48.1,42.1,12.7,16.7,2.3,26.2,78.1,16.4,0.0,2.7,0.0,2.7,24.8,663,68.9,21.4,9.7,0.0,21.9
1047956900,Alabama,Dallas,2466,1163,1303,0.8,15.5,83.3,0.0,0.0,0.0,1822,21063.0,4526.0,18155.0,4572.0,44.5,74.8,22.9,13.7,15.2,16.4,31.9,86.6,4.1,0.0,2.0,0.0,7.3,31.8,769,69.4,17.8,12.7,0.0,9.6
1047957000,Alabama,Dallas,1197,628,569,0.1,29.0,70.8,0.0,0.0,0.0,917,25455.0,5775.0,17105.0,3835.0,31.4,34.7,36.1,15.6,24.0,9.5,14.7,67.6,22.8,0.0,6.6,0.0,2.9,28.5,346,74.0,22.0,4.0,0.0,12.8
1047957100,Alabama,Dallas,1468,837,631,0.0,32.2,66.2,0.0,0.0,0.0,1231,32212.0,6491.0,22587.0,6310.0,18.8,35.0,15.8,15.5,28.3,13.6,26.8,91.5,8.5,0.0,0.0,0.0,0.0,30.7,664,68.2,17.2,5.6,9.0,7.6
1047957200,Alabama,Dallas,1673,783,890,0.0,3.3,95.5,0.0,0.5,0.0,1221,27350.0,6392.0,14990.0,3547.0,41.8,79.1,22.7,13.4,20.3,11.6,32.0,86.6,11.1,0.0,2.2,0.0,0.0,19.5,528,93.4,4.7,1.9,0.0,20.0
1047957300,Alabama,Dallas,3968,1784,2184,0.6,10.6,88.2,0.0,0.4,0.0,2700,24539.0,7323.0,13443.0,2007.0,36.3,57.2,14.5,21.8,11.8,8.6,43.2,79.9,15.1,1.9,0.5,2.0,0.5,24.5,1300,85.8,10.8,3.3,0.0,15.4
1049960100,Alabama,DeKalb,6326,2946,3380,0.0,93.1,0.0,0.9,0.4,0.0,4996,38304.0,5552.0,19373.0,3424.0,17.5,16.4,30.2,13.4,20.6,7.0,28.8,82.4,13.2,0.0,1.9,0.1,2.3,27.1,2367,79.0,12.8,8.2,0.0,8.4
1049960200,Alabama,DeKalb,3349,1547,1802,3.0,93.4,0.0,1.0,0.4,0.0,2561,28333.0,5450.0,18691.0,2068.0,17.5,18.3,24.7,11.7,25.2,10.6,27.8,88.2,5.8,0.0,1.7,0.0,4.4,27.6,1165,79.9,10.9,8.7,0.5,11.7
1049960300,Alabama,DeKalb,6915,3677,3238,6.4,91.1,1.0,0.6,0.1,0.0,5353,39365.0,2599.0,19506.0,1957.0,19.5,28.2,21.6,12.3,24.0,15.8,26.2,89.1,8.5,0.2,0.2,0.0,1.9,22.0,2886,73.0,20.8,6.2,0.0,5.6
1049960400,Alabama,DeKalb,6262,2948,3314,0.0,93.9,3.4,0.9,0.0,0.0,4458,50618.0,8979.0,20071.0,1988.0,6.6,5.8,29.4,12.3,23.8,10.9,23.6,86.0,10.2,0.0,0.5,0.0,3.3,20.3,2786,77.6,14.2,7.7,0.5,7.8
1049960500,Alabama,DeKalb,5287,2891,2396,1.1,90.4,0.4,5.9,0.8,0.0,4089,41895.0,6045.0,19691.0,1859.0,11.4,17.1,31.6,14.9,11.9,14.7,26.9,92.8,2.3,0.2,0.0,0.1,4.6,26.0,2263,79.2,12.1,8.7,0.0,7.4
1049960600,Alabama,DeKalb,6383,3335,3048,14.6,84.0,0.0,0.8,0.0,0.0,4130,39375.0,11583.0,17468.0,2487.0,15.2,24.0,25.9,16.2,23.0,13.8,21.0,88.5,10.1,0.0,0.1,1.3,0.0,25.8,2548,78.0,15.0,6.9,0.1,1.4
1049960700,Alabama,DeKalb,8952,4599,4353,33.2,64.4,0.1,0.7,0.2,0.0,4841,33389.0,6255.0,13334.0,1701.0,28.4,38.3,14.1,20.3,19.3,14.7,31.6,77.8,21.0,0.0,0.0,0.2,1.0,23.8,3248,74.7,9.9,15.4,0.0,3.6
1049960800,Alabama,DeKalb,4937,2409,2528,22.3,66.3,7.0,0.0,0.7,0.7,3138,33030.0,7693.0,14354.0,1472.0,27.3,38.4,19.5,14.6,18.1,20.0,27.8,84.8,14.7,0.0,0.0,0.0,0.5,22.1,1639,86.8,8.1,4.9,0.2,2.8
1049960900,Alabama,DeKalb,3611,1856,1755,15.1,74.7,7.6,1.8,0.0,0.0,2605,31339.0,7503.0,20241.0,5655.0,27.4,50.3,23.7,20.8,28.7,9.2,17.5,88.6,7.7,0.0,2.3,0.8,0.8,16.1,1319,80.4,11.4,8.3,0.0,8.3
1049961000,Alabama,DeKalb,3764,1760,2004,20.3,78.5,0.0,1.0,0.0,0.0,2812,38636.0,7988.0,17520.0,1902.0,17.5,13.4,15.9,17.0,24.2,11.1,31.8,85.7,10.0,0.0,1.1,1.7,1.5,20.2,1607,79.5,10.6,9.8,0.0,12.0
1049961100,Alabama,DeKalb,3303,1752,1551,13.3,79.0,4.6,1.2,0.0,0.0,2447,45218.0,17112.0,18767.0,2674.0,12.8,12.6,13.4,17.7,16.4,18.9,33.6,89.2,10.0,0.0,0.8,0.0,0.0,16.0,1292,84.3,8.3,7.4,0.0,11.7
1049961200,Alabama,DeKalb,2190,1084,1106,12.9,83.2,0.3,0.0,0.8,0.0,1498,56364.0,10011.0,30512.0,4391.0,7.2,5.2,39.2,15.7,21.9,6.6,16.6,86.4,6.6,0.0,1.1,2.5,3.4,17.3,991,81.1,15.4,3.4,0.0,4.2
1049961300,Alabama,DeKalb,5671,2754,2917,36.1,59.4,3.1,0.0,1.0,0.0,3353,33750.0,7000.0,17007.0,1914.0,21.7,25.9,27.0,17.8,21.2,7.2,26.9,83.7,9.2,0.0,0.0,5.3,1.7,24.4,2203,86.0,7.8,6.2,0.0,16.2
1049961400,Alabama,DeKalb,4118,1916,2202,6.6,88.8,0.2,0.7,0.2,0.0,3060,35902.0,5259.0,22485.0,3906.0,22.9,36.3,26.9,17.1,22.4,8.5,25.1,88.0,5.8,0.0,0.5,0.8,4.9,23.9,1464,73.0,13.9,12.8,0.3,10.7
1051030100,Alabama,Elmore,9665,6427,3238,1.1,72.8,23.7,1.4,0.0,0.0,8224,43400.0,4884.0,15545.0,2020.0,17.4,26.2,33.7,9.6,23.8,13.2,19.7,79.4,18.8,0.0,0.0,0.1,1.7,36.8,2689,71.4,21.3,7.3,0.0,7.4
1051030200,Alabama,Elmore,4693,2249,2444,0.0,86.8,11.4,0.3,0.0,0.0,3569,49948.0,7809.0,20739.0,2586.0,14.1,21.7,24.7,21.5,27.6,14.3,12.0,88.6,8.2,0.8,0.0,1.1,1.4,37.7,1714,59.6,27.9,12.5,0.0,9.4
1051030300,Alabama,Elmore,2492,1177,1315,0.4,95.9,3.8,0.0,0.0,0.0,2099,61974.0,18816.0,39113.0,4642.0,3.9,3.7,34.0,18.7,25.6,6.3,15.4,89.1,3.4,0.0,0.0,0.9,6.5,31.5,1092,79.9,14.1,6.0,0.0,1.8
1051030400,Alabama,Elmore,7016,3380,3636,2.8,69.9,22.5,0.0,2.2,0.0,5099,48348.0,8036.0,24376.0,2251.0,9.3,10.7,28.3,14.2,22.4,7.8,27.4,92.7,5.7,0.0,1.6,0.0,0.0,25.9,3276,78.8,17.1,4.1,0.0,6.6
1051030500,Alabama,Elmore,4395,2126,2269,1.5,87.8,8.0,0.4,0.3,0.0,3394,51439.0,5121.0,22002.0,1789.0,11.5,12.2,27.1,16.6,26.9,17.8,11.6,89.1,9.2,0.0,0.0,0.9,0.8,35.0,1918,71.8,20.9,7.1,0.2,8.0
1051030600,Alabama,Elmore,6682,2569,4113,2.5,75.1,21.9,0.0,0.2,0.0,5057,46354.0,14764.0,17875.0,1964.0,18.0,21.9,32.7,17.1,27.6,5.3,17.4,90.1,5.2,0.0,0.0,2.5,2.1,31.6,2199,65.0,29.0,6.0,0.0,16.5
